protein name	proximity to Covid-19	shortest path to Covid-19	path length
AP3D1	0.06561560045825715	AP3D1, AP3B1, covid-19	2
ARHGAP21	0.08366564973075932	ARHGAP21, ARF6, covid-19	2
GOSR2	-0.07067288744828479	GOSR2, ARF1, MOGS, covid-19	3
TMED2	0.12982932430128963	TMED2, ERGIC1, covid-19	2
TMED10	-0.08437841036496925	TMED10, GOLGB1, covid-19	2
CYTH1	-0.05447733667207913	CYTH1, ARF6, covid-19	2
PICK1	-0.16376589758434273	PICK1, ATP6AP1, covid-19	2
MDM4	0.019369847647826982	MDM4, ARF1, MOGS, covid-19	3
TSG101	0.038661397648214045	TSG101, DNMT1, covid-19	2
M6PR	-0.019956978714334585	M6PR, MOV10, covid-19	2
RABEP1	-0.013035039789124722	RABEP1, CSNK2A2, covid-19	2
LAPTM5	-0.029195447564509286	LAPTM5, USP13, covid-19	2
NEDD4	-0.05737545726450448	NEDD4, IMPDH2, covid-19	2
VPS18	0.09301314228494259	VPS18, HOOK1, covid-19	2
PACS1	0.1308841523776039	PACS1, CSNK2A2, covid-19	2
SYNRG	0.15424940791494027	SYNRG, GGA3, VPS11, covid-19	3
BACE1	-0.05488482607614763	BACE1, ATP1B1, covid-19	2
TBC1D3	0.028535206422786383	TBC1D3, GGA3, VPS11, covid-19	3
STAB1	-0.03352980179165371	STAB1, GGA3, VPS11, covid-19	3
SORT1	-0.013788637547971485	SORT1, SIRT5, covid-19	2
MON2	-0.053089978850782774	MON2, STOM, covid-19	2
RNF11	-0.07353379856248923	RNF11, RIPK1, covid-19	2
HAUS4	0.029381454466890725	HAUS4, CEP135, covid-19	2
TMEM17	0.0485384916763758	TMEM17, MARK3, covid-19	2
FZR1	-0.03118352692635734	FZR1, HDAC2, covid-19	2
SNX17	-0.15176441688547573	SNX17, ITGB1, covid-19	2
LRP10	0.06605261385161994	LRP10, GGA3, VPS11, covid-19	3
MYO6	0.09789855231135561	MYO6, AP2A2, covid-19	2
ARAP3	-0.09852076260104298	ARAP3, GGA3, VPS11, covid-19	3
BET1	-0.0027803844357010554	BET1, AKAP8L, covid-19	2
AP1S2	0.060256090205704174	AP1S2, GGCX, covid-19	2
UBB	-0.0991241956510644	UBB, TBK1, covid-19	2
AFTPH	0.06825527487915121	AFTPH, GGA3, VPS11, covid-19	3
KIF23	0.04661688112921184	KIF23, ARF6, covid-19	2
SLC2A4	-0.014866595743260779	SLC2A4, FKBP10, covid-19	2
ATN1	-0.03869832932939388	ATN1, FBLN5, covid-19	2
CLN3	0.0968417281798464	CLN3, SIGMAR1, covid-19	2
FAF2	-0.001096295666721564	FAF2, AAR2, covid-19	2
TFDP1	0.05635808140769829	TFDP1, HDAC2, covid-19	2
BSG	0.016317900882692547	BSG, FAM162A, covid-19	2
APBA2	-0.05787110895156804	APBA2, APP, EIF4E2, covid-19	3
APBA1	-0.0006849160239589883	APBA1, APP, EIF4E2, covid-19	3
APBA3	-0.014337967847063718	APBA3, TBK1, covid-19	2
DTNBP1	-0.047084687971930994	DTNBP1, AP3B1, covid-19	2
ARL1	-0.03592569258951071	ARL1, AAR2, covid-19	2
ITSN1	0.07735959476701708	ITSN1, AP2M1, covid-19	2
SNX1	0.09217933323721508	SNX1, MAT2B, covid-19	2
LY6D	0.05064113252970287	LY6D, ARFIP2, ARF6, covid-19	3
SOCS2	-0.05218046194545284	SOCS2, ELOC, covid-19	2
SNX5	0.03716524617103352	SNX5, MIB1, covid-19	2
KRT15	0.006399374041700788	KRT15, LARP7, covid-19	2
AGTRAP	-0.06765411029834797	AGTRAP, NDUFAF1, covid-19	2
CEP63	0.023321619614238114	CEP63, TBK1, covid-19	2
USHBP1	-0.15295116269591152	USHBP1, AKAP9, covid-19	2
ING5	-4.6100355905709725e-05	ING5, MOV10, covid-19	2
MAL2	-0.11971961946330476	MAL2, ARFIP2, ARF6, covid-19	3
HAUS1	0.0027881669594310467	HAUS1, CEP135, covid-19	2
LYPD3	0.09108969236789544	LYPD3, BZW2, covid-19	2
NEURL1	0.09724276840086618	NEURL1, ARFIP2, ARF6, covid-19	3
SARS2	-0.11573649540439378	SARS2, CISD3, covid-19	2
PDLIM5	-0.08728506415820314	PDLIM5, G3BP1, covid-19	2
PFKM	-0.019306339833958894	PFKM, FAM98A, covid-19	2
METTL3	-0.03482525030226061	METTL3, HDAC2, covid-19	2
ATP6V1C1	-0.11452945211702192	ATP6V1C1, IDE, covid-19	2
TSNAX	0.08120455511741026	TSNAX, AKAP9, covid-19	2
PRMT3	0.010313040104235416	PRMT3, PLOD2, covid-19	2
SEC24A	0.025225419207149314	SEC24A, TLE3, covid-19	2
AACS	-0.023597063979577382	AACS, ARFIP1, IDE, covid-19	3
AKR1A1	0.0030440987526434773	AKR1A1, ARFIP1, IDE, covid-19	3
DPYSL2	-0.045182680015278295	DPYSL2, G3BP1, covid-19	2
MVB12A	0.03006911181780395	MVB12A, ARFIP1, IDE, covid-19	3
PFKP	-0.10671720682171812	PFKP, ARF6, covid-19	2
SEC24D	0.008574060845255315	SEC24D, ARFIP1, IDE, covid-19	3
TXNDC9	-0.04771012753492198	TXNDC9, EXOSC8, covid-19	2
LYPLA1	-0.02686893696644277	LYPLA1, GOLGA2, covid-19	2
PGM2L1	-0.07707258831406581	PGM2L1, ARFIP1, IDE, covid-19	3
TBCA	0.04623476199328316	TBCA, ARFIP1, IDE, covid-19	3
DYNLT1	0.1773752498038912	DYNLT1, AP3B1, covid-19	2
TMEM216	0.04511456292581578	TMEM216, ACSL3, covid-19	2
CLPB	0.048077624471712384	CLPB, CISD3, covid-19	2
HSPBP1	-0.042060487019130025	HSPBP1, EDEM3, covid-19	2
SMARCD2	-0.03190446355067031	SMARCD2, HDAC2, covid-19	2
AP1G2	0.03402063131087876	AP1G2, AP2M1, covid-19	2
LSM4	-0.0001672673969943944	LSM4, LARP7, covid-19	2
CCT5	-0.0047423682315644086	CCT5, CSNK2A2, covid-19	2
UPF2	0.06055466028539392	UPF2, EXOSC2, covid-19	2
UPF3A	-0.17619537110414296	UPF3A, EXOSC2, covid-19	2
AGR3	-0.03704910044089216	AGR3, NUP62, covid-19	2
SKIV2L	0.15786398543962696	SKIV2L, PMPCA, covid-19	2
VWA5B2	0.23844954607548158	VWA5B2, XRN1, PABPC4, covid-19	3
STAM2	-0.1344001817848594	STAM2, SRP19, covid-19	2
HEATR1	-0.0038143901864311353	HEATR1, PSMD8, covid-19	2
SPATA20	-0.029352484001025563	SPATA20, PMPCA, covid-19	2
DPP7	-0.025955900748639037	DPP7, XRN1, PABPC4, covid-19	3
KATNB1	-0.07568520028409693	KATNB1, XRN1, PABPC4, covid-19	3
POLD2	0.07261894269850258	POLD2, POLA1, covid-19	2
MAN2C1	-0.06992112837410185	MAN2C1, XRN1, PABPC4, covid-19	3
TMEM50A	0.28537997376147334	TMEM50A, GOLGA2, covid-19	2
MTCH2	0.03500341320075084	MTCH2, NDUFB9, covid-19	2
SRRM2	0.05889287466189265	SRRM2, HDAC2, covid-19	2
C1GALT1	0.08628271869837266	C1GALT1, XRN1, PABPC4, covid-19	3
ANGPTL6	0.0873280203861336	ANGPTL6, XRN1, NDUFB9, covid-19	3
PRADC1	0.08979016194502396	PRADC1, XRN1, PABPC4, covid-19	3
MFSD5	0.04858544408655492	MFSD5, XRN1, PABPC4, covid-19	3
B3GALT6	-0.018422396245750705	B3GALT6, XRN1, PABPC4, covid-19	3
CBX5	-0.01610049767178457	CBX5, HDAC2, covid-19	2
LINC01541	0.04396842971247369	LINC01541, XRN1, NDUFB9, covid-19	3
PLEKHG2	4.992268980087006e-05	PLEKHG2, GNB1, covid-19	2
RBMX	-0.13347526729651155	RBMX, CSNK2A2, covid-19	2
RNF187	0.053002262510324624	RNF187, CUL2, covid-19	2
SNHG1	-0.0025592151926760315	SNHG1, MOV10, covid-19	2
HERC2P4	0.0771157107536924	HERC2P4, XRN1, NDUFB9, covid-19	3
CTSH	0.02695510221510766	CTSH, XRN1, PABPC4, covid-19	3
DNASE2	-0.17404938266545736	DNASE2, XRN1, PABPC4, covid-19	3
LGALS3BP	-0.12052687041944708	LGALS3BP, TBK1, covid-19	2
CTSB	-0.04442810050035584	CTSB, XRN1, PABPC4, covid-19	3
DCP1A	-0.14027817581944718	DCP1A, AASS, covid-19	2
DXO	0.07600350283863036	DXO, UPF1, covid-19	2
EXOSC6	0.11176306889086146	EXOSC6, CEP250, covid-19	2
DCP1B	-0.09853088499180002	DCP1B, ERP44, covid-19	2
ZFP36	-0.10162412203289173	ZFP36, EXOSC8, covid-19	2
EXOSC1	0.13905663506703217	EXOSC1, ECSIT, covid-19	2
HECW2	-0.09125424525563022	HECW2, CSNK2A2, covid-19	2
SCRN2	-0.015013017480719742	SCRN2, PRRC2B, covid-19	2
RPS4X	-0.022845128793954936	RPS4X, AAR2, covid-19	2
ALYREF	0.04799253655842778	ALYREF, MARK3, covid-19	2
DDX24	0.03480466592059739	DDX24, CSNK2A2, covid-19	2
CC2D2A	-0.023687456776475727	CC2D2A, SRP72, covid-19	2
CEP97	0.012500233146814579	CEP97, CEP135, covid-19	2
KIAA0753	0.018817940569907977	KIAA0753, CEP135, covid-19	2
CEP104	0.02412927670899083	CEP104, CEP350, covid-19	2
CEP152	-0.006014309970679747	CEP152, TBK1, covid-19	2
CEP128	0.004179019883236795	CEP128, PRKACA, covid-19	2
CEP44	-0.056909159547252834	CEP44, TBK1, covid-19	2
CEP89	0.025953996109625087	CEP89, MARK2, covid-19	2
POC1A	-0.03225520347818676	POC1A, MAP7D1, covid-19	2
STIL	0.011686566107968945	STIL, TBK1, covid-19	2
CENPJ	0.0037491028349377446	CENPJ, GPX1, covid-19	2
PSMC1	-0.19578291913587614	PSMC1, LARP7, covid-19	2
ZNF131	-0.0631428183563125	ZNF131, EXOSC3, covid-19	2
FGF3	-0.06472575282586432	FGF3, DDX21, covid-19	2
ADPRH	-0.005599802681483378	ADPRH, XRN1, PABPC4, covid-19	3
FGF8	-0.0557105578870257	FGF8, AATF, covid-19	2
MIR7-1	-0.05373368905909522	MIR7-1, DDX21, covid-19	2
MIR34C	-0.01829425532464271	MIR34C, DDX21, covid-19	2
MIR429	-0.0474931270832	MIR429, DDX21, covid-19	2
ZC3HAV1	0.09002978751543263	ZC3HAV1, CEP250, covid-19	2
PARN	-0.00559204247422684	PARN, EXOSC2, covid-19	2
DCP2	0.10868099980742289	DCP2, POLA2, covid-19	2
EXOSC4	0.11783018048592826	EXOSC4, ETFA, covid-19	2
WAPL	0.020428967699648803	WAPL, XRN1, PABPC4, covid-19	3
MTREX	0.12008381076707952	MTREX, CWC27, covid-19	2
UPF3B	-0.055212188336075704	UPF3B, EXOSC2, covid-19	2
CENPBD1	0.09425288754290928	CENPBD1, XRN1, PABPC4, covid-19	3
ATP6V1E1	-0.012725978923867447	ATP6V1E1, ATP1B1, covid-19	2
OSBPL10	-0.07506752454584817	OSBPL10, ZC3H18, covid-19	2
PSMD4	-0.09588609419940407	PSMD4, CUL2, covid-19	2
ISG15	0.2619965819227852	ISG15, CSNK2A2, covid-19	2
TERF1	0.008244969280112997	TERF1, CSNK2A2, covid-19	2
CUL4B	-0.09803455742260841	CUL4B, HDAC2, covid-19	2
MYOC	-0.02229541859691974	MYOC, FBN1, covid-19	2
ALDOC	0.10350293398820001	ALDOC, FKBP7, covid-19	2
HSPD1	0.29610470605289707	HSPD1, PRKACA, covid-19	2
LGALS1	0.00808386812309575	LGALS1, AAR2, covid-19	2
LIG4	0.020755619689797472	LIG4, GGH, covid-19	2
VCPKMT	0.049991014426325905	VCPKMT, ALDOA, CUL2, covid-19	3
ALDOB	0.06966574853240583	ALDOB, ALDOA, CUL2, covid-19	3
GALNT6	0.010883882623436127	GALNT6, ALDOA, CUL2, covid-19	3
PIAS4	0.10740802022632606	PIAS4, HDAC2, covid-19	2
TNPO3	-0.04880963381731654	TNPO3, STOM, covid-19	2
IFNA4	0.21515317210488044	IFNA4, ALDOA, CUL2, covid-19	3
ACO2	0.0838270981227946	ACO2, ATP1B1, covid-19	2
ADI1	-0.020621480910403178	ADI1, AAR2, covid-19	2
ARHGDIA	0.03509147829746109	ARHGDIA, PRKACA, covid-19	2
CFL1	-0.04710383282431128	CFL1, PRKACA, covid-19	2
FKBP2	0.1083574619239604	FKBP2, NUTF2, covid-19	2
GPD1L	0.00897593009136511	GPD1L, ALDOA, CUL2, covid-19	3
MYH7B	-0.0011018531580529178	MYH7B, MRPS27, covid-19	2
TAGLN	-0.08465580393624866	TAGLN, NUTF2, covid-19	2
TKT	-0.0031687773086565146	TKT, POLA2, covid-19	2
TRAP1	0.031811020380889135	TRAP1, CEP250, covid-19	2
CKMT1A	-0.004075744966775827	CKMT1A, ALDOA, CUL2, covid-19	3
DUT	-0.11909386620910817	DUT, AAR2, covid-19	2
FABP5P1	0.07099851234785792	FABP5P1, RDX, covid-19	2
FH	0.05443170710678224	FH, ALDOA, CUL2, covid-19	3
HSPE1	-0.18555642398201716	HSPE1, AAR2, covid-19	2
PGAM2	0.018913947971175044	PGAM2, AAR2, covid-19	2
PREP	-0.10527900908104987	PREP, PABPC1, covid-19	2
SOD2	-0.05230732737929039	SOD2, GPX1, covid-19	2
TALDO1	0.04798526181599616	TALDO1, ARF6, covid-19	2
UMPS	-0.10652409613786384	UMPS, MOV10, covid-19	2
CDK2AP1	0.09663358091324992	CDK2AP1, POLA1, covid-19	2
NCSTN	-0.06978174059393662	NCSTN, FASTKD5, covid-19	2
NCAPH	0.10505530181363637	NCAPH, HEATR3, covid-19	2
DRC1	-0.01975388089817184	DRC1, ALDOA, CUL2, covid-19	3
WAS	0.27631772999904036	WAS, CSNK2A2, covid-19	2
SNX9	0.13484773240234157	SNX9, ADAM9, covid-19	2
CARM1	-0.0845493071118405	CARM1, CUL2, covid-19	2
RMND5A	-0.11233950191338365	RMND5A, BAG5, covid-19	2
HBP1	-0.07396052351295385	HBP1, LARP1, covid-19	2
CDC34	-0.011470246305257274	CDC34, CSNK2A2, covid-19	2
HEXIM1	0.006873531363690996	HEXIM1, HDAC2, covid-19	2
METTL14	0.05372506627946008	METTL14, CUL2, covid-19	2
FLCN	-0.05559269554016806	FLCN, ERC1, covid-19	2
PFKL	-0.1064228275676308	PFKL, PRKACA, covid-19	2
YWHAZ	-0.06745978525179266	YWHAZ, MARK3, covid-19	2
KHK	-0.07353137661255298	KHK, ALDOA, CUL2, covid-19	3
DYNLL1	-0.13327662645884278	DYNLL1, NEK9, covid-19	2
GPD2	-0.11274773596142923	GPD2, PVR, covid-19	2
FBP2	0.05979952077057318	FBP2, ALDOA, CUL2, covid-19	3
APPBP2	0.11696073419029474	APPBP2, CUL2, covid-19	2
CLSTN1	-0.008694691185838963	CLSTN1, GTF2F2, covid-19	2
APBB2	0.08245147199898868	APBB2, RAP1GDS1, covid-19	2
FBLN1	-0.005242402787113215	FBLN1, ITGB1, covid-19	2
DAB2	-0.0839158552116467	DAB2, AP2A2, covid-19	2
COL25A1	-0.017474582878098693	COL25A1, APP, EIF4E2, covid-19	3
KLC1	-0.03497336877777115	KLC1, FGFR1OP, covid-19	2
BGN	0.04574580379437094	BGN, APP, EIF4E2, covid-19	3
SNCB	-0.08205209392671517	SNCB, APP, EIF4E2, covid-19	3
DAB1	0.002725925716278138	DAB1, APP, EIF4E2, covid-19	3
SHC1	0.06910667691987898	SHC1, AAR2, covid-19	2
NAE1	-0.032027378983117166	NAE1, ALG8, covid-19	2
BLMH	0.014354430019655535	BLMH, ECSIT, covid-19	2
APBB3	-0.06731627794075366	APBB3, MOV10, covid-19	2
SET	0.18155813558462489	SET, PLOD2, covid-19	2
STUB1	-0.023760560775862742	STUB1, ARF6, covid-19	2
HSPA4	-0.009726792517508756	HSPA4, HDAC2, covid-19	2
SYVN1	-0.04349199055237421	SYVN1, HMOX1, covid-19	2
NOTCH1	0.05421461177750753	NOTCH1, GOLGA2, covid-19	2
FBXL2	-0.10633570183867334	FBXL2, CUL2, covid-19	2
YWHAG	-0.0281694484918152	YWHAG, MARK3, covid-19	2
UBQLN1	-0.1077975491839564	UBQLN1, DCTPP1, covid-19	2
NAPG	-0.03284883113959633	NAPG, APP, EIF4E2, covid-19	3
MAPRE1	-0.02070903345941967	MAPRE1, PRKACA, covid-19	2
TPPP	0.0015926855425129616	TPPP, PRKACA, covid-19	2
DMTN	-0.06398312970837076	DMTN, PRKACA, covid-19	2
TCEANC	0.015865547992541515	TCEANC, GOLGA2, covid-19	2
MRPL19	0.013125363167209088	MRPL19, MEPCE, covid-19	2
PRR16	-0.13057840832085715	PRR16, APP, EIF4E2, covid-19	3
HOMER2	-0.0009408675180667264	HOMER2, AATF, covid-19	2
VIM	-0.08917147078838919	VIM, PRKACA, covid-19	2
NSRP1	-0.05101804146670803	NSRP1, APP, EIF4E2, covid-19	3
RPL30	0.1704549635234513	RPL30, AAR2, covid-19	2
RTF1	-0.0719724521511218	RTF1, CSNK2A2, covid-19	2
E2F8	-0.05586942631241543	E2F8, APP, EIF4E2, covid-19	3
SMTNL2	-0.16421053363071353	SMTNL2, APP, EIF4E2, covid-19	3
SLAIN2	0.02838785205286412	SLAIN2, CNTRL, covid-19	2
GABARAPL2	-0.1667163111559491	GABARAPL2, NEK9, covid-19	2
IGBP1	0.0021439430612207946	IGBP1, PABPC1, covid-19	2
KCNAB1	0.10272735711826772	KCNAB1, RTN4, covid-19	2
TPRXL	-0.055790039243307665	TPRXL, APP, CSNK2A2, covid-19	3
ENY2	-0.007791302850570836	ENY2, APP, EIF4E2, covid-19	3
AKNAD1	0.050392990124374315	AKNAD1, APP, EIF4E2, covid-19	3
ZNF706	-0.0075993307109603475	ZNF706, CIT, covid-19	2
ADAP2	0.020269741165535007	ADAP2, APP, EIF4E2, covid-19	3
KIF3B	0.032387380259063674	KIF3B, MOV10, covid-19	2
PDAP1	-0.07270571450153723	PDAP1, CSNK2A2, covid-19	2
RAD51AP1	-0.0534973172697743	RAD51AP1, APP, EIF4E2, covid-19	3
TCP10L	0.05494913166982299	TCP10L, CENPF, covid-19	2
TPT1	-0.12566329622275374	TPT1, HDAC2, covid-19	2
GIMAP4	-0.06739965414965679	GIMAP4, APP, CSNK2A2, covid-19	3
C1orf131	-0.03775851325459815	C1orf131, DDX21, covid-19	2
STAC	-0.0774084501929648	STAC, APP, EIF4E2, covid-19	3
FAM114A2	0.16396507794563825	FAM114A2, APP, EIF4E2, covid-19	3
UBXN10	-0.01761203877286798	UBXN10, APP, EIF4E2, covid-19	3
RASL11B	-0.035629519984268054	RASL11B, APP, EIF4E2, covid-19	3
TSLP	0.11109588009375648	TSLP, APP, EIF4E2, covid-19	3
RPAP3	-0.06668684657789344	RPAP3, CIT, covid-19	2
YY1	0.025179879137487468	YY1, HDAC2, covid-19	2
BOD1	-0.10954883655017628	BOD1, MOV10, covid-19	2
TOX2	0.07579685338472775	TOX2, APP, EIF4E2, covid-19	3
TMA16	0.010772724424708488	TMA16, CENPF, covid-19	2
NTMT1	-0.0997961979926704	NTMT1, G3BP1, covid-19	2
ATP6V1G1	0.028082802747876758	ATP6V1G1, GOLGA2, covid-19	2
ELK1	0.08197555725329353	ELK1, APP, EIF4E2, covid-19	3
CTNNA1	0.013455178652492988	CTNNA1, CSNK2A2, covid-19	2
MCM10	-0.07914290790430376	MCM10, GOLGA2, covid-19	2
TCEAL2	-0.052544728105702175	TCEAL2, APP, EIF4E2, covid-19	3
FGF12	0.0269184678560102	FGF12, APP, EIF4E2, covid-19	3
PRR15	0.06017055272732151	PRR15, APP, EIF4E2, covid-19	3
MZT2A	0.14612888272635682	MZT2A, CDK5RAP2, covid-19	2
TRPT1	-0.043073615745464325	TRPT1, ZYG11B, covid-19	2
DCX	-0.09647135712656288	DCX, MARK3, covid-19	2
MRPL1	-0.0031194040165723746	MRPL1, ACAD9, covid-19	2
SLIT1-AS1	0.027710204816000842	SLIT1-AS1, APP, CSNK2A2, covid-19	3
RGS3	0.037344296732461514	RGS3, APP, EIF4E2, covid-19	3
PSRC1	0.10313652482771099	PSRC1, REEP5, covid-19	2
KIFC3	0.10524310467744422	KIFC3, FGFR1OP, covid-19	2
RPS19	0.20704845769346975	RPS19, PRKACA, covid-19	2
ERMN	-0.08853181348412172	ERMN, APP, EIF4E2, covid-19	3
IRS1	-0.15196054887593247	IRS1, HDAC2, covid-19	2
SERBP1	0.05666834510769178	SERBP1, CSNK2A2, covid-19	2
TRUB1	-0.04036081736828362	TRUB1, APP, EIF4E2, covid-19	3
TBC1D10C	0.010329197501530066	TBC1D10C, APP, EIF4E2, covid-19	3
C1orf87	0.08500793801286542	C1orf87, AKAP9, covid-19	2
POGZ	-0.09302201539743823	POGZ, MOV10, covid-19	2
TMA7	-0.028924195168261113	TMA7, APP, EIF4E2, covid-19	3
C19orf57	-0.0724458575429911	C19orf57, APP, EIF4E2, covid-19	3
COASY	-0.14476540073581698	COASY, AAR2, covid-19	2
RPL12	-0.05253248981476394	RPL12, AAR2, covid-19	2
LMCD1	-0.08235674595740164	LMCD1, APP, EIF4E2, covid-19	3
CWF19L2	-0.06267263705427585	CWF19L2, APP, EIF4E2, covid-19	3
ZFYVE27	-0.006433654878920225	ZFYVE27, RAB2A, covid-19	2
ZMYM5	0.034023424566051244	ZMYM5, SNIP1, covid-19	2
ARGLU1	0.003546982114208355	ARGLU1, APP, EIF4E2, covid-19	3
DDX54	0.06221703821659036	DDX54, CSNK2A2, covid-19	2
CENPB	-0.1128163905710459	CENPB, CSNK2B, covid-19	2
PPID	-0.07393346898838657	PPID, CSNK2B, covid-19	2
TOM1L2	-0.10252045736556367	TOM1L2, APP, EIF4E2, covid-19	3
CSAG1	-0.02856326527577028	CSAG1, APP, EIF4E2, covid-19	3
ASPSCR1	-0.062089260258448686	ASPSCR1, APP, EIF4E2, covid-19	3
UBASH3A	0.04410179128801274	UBASH3A, RNF41, covid-19	2
PPP1R32	-0.16246590167613967	PPP1R32, IDE, covid-19	2
POLD3	-0.029613199038311687	POLD3, POLA1, covid-19	2
MOB3A	0.06023120173093808	MOB3A, APP, EIF4E2, covid-19	3
RGS10	-0.01024888901367238	RGS10, PRKACA, covid-19	2
SCEL	-0.12237253382438486	SCEL, GOLGA2, covid-19	2
RPS10	0.03712469115423861	RPS10, AAR2, covid-19	2
UBXN6	0.030685960942322378	UBXN6, MOV10, covid-19	2
TAF1B	0.0017918137187431524	TAF1B, RBX1, covid-19	2
PP2D1	-0.08680047006546651	PP2D1, APP, CSNK2A2, covid-19	3
NOP16	0.03696346120513802	NOP16, MEPCE, covid-19	2
SNRNP70	0.09472381271163119	SNRNP70, HDAC2, covid-19	2
DDX47	0.03447885292133698	DDX47, AP2M1, covid-19	2
EIF1AX	-0.07768538845555889	EIF1AX, LARP7, covid-19	2
SOCS3	0.17797050785426544	SOCS3, TBK1, covid-19	2
TRIM41	-0.0019254084088170045	TRIM41, CSNK2A2, covid-19	2
DIRAS1	-0.09259060062434693	DIRAS1, RAP1GDS1, covid-19	2
RGS14	-0.07846615838284385	RGS14, PRKACA, covid-19	2
ARL4C	0.06479913221875999	ARL4C, RAP1GDS1, covid-19	2
RSRC2	-0.07224015557553676	RSRC2, GOLGA2, covid-19	2
STXBP1	0.08954191110771151	STXBP1, DNAJC11, covid-19	2
DDX55	-0.05255173206279673	DDX55, APP, EIF4E2, covid-19	3
HINT2	-0.02572950941926435	HINT2, APP, EIF4E2, covid-19	3
C9orf43	-0.0855960585091236	C9orf43, APP, EIF4E2, covid-19	3
PHF7	-0.08977318620128183	PHF7, IDE, covid-19	2
C12orf65	-0.039416873145338246	C12orf65, APP, EIF4E2, covid-19	3
TCEA1P2	0.05834100275111424	TCEA1P2, G3BP1, covid-19	2
SOX5	-0.0958940764369833	SOX5, APP, EIF4E2, covid-19	3
PATL1	-0.048531726806424855	PATL1, GOLGA2, covid-19	2
RITA1	0.019584892765500954	RITA1, GOLGA2, covid-19	2
KLC4	-0.11811948884251719	KLC4, AKAP9, covid-19	2
FLOT2	-0.014364646979461333	FLOT2, RAB2A, covid-19	2
ODF2	0.009276331556467336	ODF2, TBK1, covid-19	2
EIF1	-0.08852451216991121	EIF1, LARP7, covid-19	2
SECISBP2	-0.11645105757989575	SECISBP2, GOLGA2, covid-19	2
ANKZF1	-0.14116006571120893	ANKZF1, APP, EIF4E2, covid-19	3
PTTG2	-0.007986246056652341	PTTG2, APP, EIF4E2, covid-19	3
ATAT1	-0.04427090830941116	ATAT1, APP, EIF4E2, covid-19	3
FAM126B	-0.06440045513912733	FAM126B, GOLGA2, covid-19	2
C1orf35	-0.0017498012937724253	C1orf35, GOLGA2, covid-19	2
VPS33B	-0.008903813119057753	VPS33B, APP, EIF4E2, covid-19	3
STK25	-0.12944133272665057	STK25, GOLGA2, covid-19	2
MLLT6	-0.1346069370086685	MLLT6, GCC2, covid-19	2
HMGB2	0.017698492767161553	HMGB2, LARP7, covid-19	2
PTPN7	0.08042862548100911	PTPN7, PRKACA, covid-19	2
DDX18	-0.07048936339046076	DDX18, LARP7, covid-19	2
IFRD2	0.21017455944617622	IFRD2, G3BP1, covid-19	2
CASZ1	-0.0019191722237076117	CASZ1, APP, EIF4E2, covid-19	3
LRRC59	-0.06075298358462443	LRRC59, CSNK2A2, covid-19	2
FMNL1	-0.04710177580658835	FMNL1, STOM, covid-19	2
QKI	-0.1931258582177111	QKI, ATE1, covid-19	2
TTLL7	0.05499701623346015	TTLL7, CSNK2A2, covid-19	2
CCNB1IP1	0.012661182060428402	CCNB1IP1, APP, EIF4E2, covid-19	3
BLOC1S1	0.01857659615807057	BLOC1S1, HDAC2, covid-19	2
TAF9B	-0.1966247554084734	TAF9B, APP, EIF4E2, covid-19	3
OAS2	-0.016156162136051755	OAS2, APP, EIF4E2, covid-19	3
NMT2	-0.08050671272067	NMT2, CSNK2B, covid-19	2
APEX2	-0.013183411391529926	APEX2, NINL, covid-19	2
EPB41L2	0.10512228707783344	EPB41L2, CSNK2A2, covid-19	2
CWC15	0.05298984547449	CWC15, SIRT5, covid-19	2
SSB	-0.05839104633658881	SSB, CSNK2A2, covid-19	2
TACO1	-0.0358858744090953	TACO1, APP, EIF4E2, covid-19	3
AICDA	0.10931256078208923	AICDA, PRKACA, covid-19	2
RPS20	0.023017308308424717	RPS20, AAR2, covid-19	2
TCF19	0.007560883987038108	TCF19, GOLGA2, covid-19	2
KIF2C	-0.04342667915919539	KIF2C, ADAM9, covid-19	2
ECI2	0.05931657512794272	ECI2, IDE, covid-19	2
TARBP2	0.17036560744967139	TARBP2, RBM28, covid-19	2
C6orf201	-0.014936163588728235	C6orf201, APP, EIF4E2, covid-19	3
RP9	0.009905909896373414	RP9, APP, EIF4E2, covid-19	3
RNPC3	-0.04102268296233617	RNPC3, APP, EIF4E2, covid-19	3
MOB3C	-0.11140114028606768	MOB3C, APP, EIF4E2, covid-19	3
MRPL34	0.02138792860753738	MRPL34, MRPS2, covid-19	2
TCP10	0.09365827559260184	TCP10, APP, EIF4E2, covid-19	3
KLC2	-0.12167982878056663	KLC2, FGFR1OP, covid-19	2
SPATA2	0.11967179944867785	SPATA2, CEP135, covid-19	2
LCP2	0.2504837492495261	LCP2, GOLGA2, covid-19	2
SURF2	-0.1253201022430763	SURF2, HEATR3, covid-19	2
ZW10	0.02606871955755155	ZW10, F2RL1, covid-19	2
TSSC4	0.059736206232408814	TSSC4, IDE, covid-19	2
MYL5	0.14197675883361036	MYL5, APP, EIF4E2, covid-19	3
BUD31	-0.10472892475977438	BUD31, MOV10, covid-19	2
TRIM52	-0.010656903613016785	TRIM52, APP, EIF4E2, covid-19	3
CCDC149	-0.04017346361644522	CCDC149, APP, EIF4E2, covid-19	3
FAM53A	-0.024689159432388974	FAM53A, APP, EIF4E2, covid-19	3
